FindPhrase	FindPhraseID	FindPhraseStatus	FindPhraseNote	ReplacePhrase	AssignedRoleID	AssignedRole	AssignedRoleRank	JobTitleUsageCount	JobTitleSearchCount	FindPhraseScore
Lead Project Supervisor	20057	assignedrole		Project Manager	6309	manager-project	22	NULL	NULL	1
Leader	20058	rolekeyword			5237	leader	10000	NULL	NULL	880160
Leaders	20059	rolekeyword	Try Leader.	Leader	NULL		10000	NULL	NULL	1692
Leadership Development	20060	rolemodifier			NULL		10000	NULL	NULL	3016
Leadership Development Consultant	20061	assignedrole		Organization Development Consultant	8960	specialist-orgdevelopment	7	NULL	NULL	45
Leadership Development Jobs	20062	assignedrole			4708	jobs-orgdevelopment	2	NULL	NULL	5839
Leadership Development Manager	20063	assignedrole		Training and Development Manager	6195	manager-orgdevelopment	8	NULL	NULL	13
Leadership Development Specialist	20064	assignedrole		Organization Development Consultant	8960	specialist-orgdevelopment	9	NULL	NULL	32
Leadership Development Supervisor	20065	assignedrole		Training and Development Manager	6195	manager-orgdevelopment	22	NULL	NULL	1
Leadership Program	20066	rolemodifier			NULL		10000	NULL	NULL	2785
Leadership Program Associate	20067	assignedrole		Leadership Program Associate	8866	specialist-leadershipprogram	1	NULL	NULL	18
Leadership Program Intern	20068	assignedrole		Leadership Intern	3728	intern-leadership	10	NULL	NULL	5
Leadership Program Internship	20069	assignedrole		Leadership Intern	3728	intern-leadership	9	NULL	NULL	7
Leadite	20070	rolemodifier			NULL		10000	NULL	NULL	12
Leadman	20071	assignedrole		Leadman	5254	leadman	1	NULL	NULL	413
Leads	20072	rolekeyword		Lead	NULL		10000	NULL	NULL	3600
Leaf	20073	rolemodifier			NULL		10000	NULL	NULL	2225
Leak	20075	rolemodifier			NULL		10000	NULL	NULL	487
Lean	20077	rolemodifier			NULL		10000	NULL	NULL	2706
Lean Coach	20078	assignedrole		Business Process Analyst	9064	specialist-qualityimprovement	13	NULL	NULL	38
Lean Consultant	20079	assignedrole		Business Process Analyst	9064	specialist-qualityimprovement	5	NULL	NULL	124
Lean Engineer	20080	assignedrole		Quality Engineer	2996	engineer-quality	11	NULL	NULL	77
Lean Jobs	20081	assignedrole			4847	jobs-qualityimprovement	4	NULL	NULL	2976
Lean Leader	20082	assignedrole		Director Process Improvement	2413	director-qualityimprovement	2	NULL	NULL	157
Lean Manager	20083	assignedrole		Business Process Manager	6336	manager-qualityimprovement	4	NULL	NULL	177
Lean Manufacturing	20084	rolemodifier			NULL		10000	NULL	NULL	5231
Lean Manufacturing Engineer	20085	assignedrole		Lean Manufacturing Engineer	2932	engineer-leanmanufacturing	1	NULL	NULL	45
Lean Sensei	20086	assignedrole		Master Black Belt	6674	masterblackbelt	2	NULL	NULL	52
Lean Six Sigma	20087	rolemodifier			NULL		10000	NULL	NULL	9552
Lean Six Sigma Black Belt	20088	assignedrole		Lean Six Sigma Black Belt	720	blackbelt	2	NULL	NULL	601
Lean Six Sigma Consultant	20089	assignedrole		Business Process Analyst	9064	specialist-qualityimprovement	19	NULL	NULL	10
Lean Six Sigma Director	20090	assignedrole		Director Process Improvement	2413	director-qualityimprovement	27	NULL	NULL	3
Lean Six Sigma Jobs	20091	assignedrole			4847	jobs-qualityimprovement	9	NULL	NULL	928
Lean Six Sigma Manager	20092	assignedrole		Business Process Manager	6336	manager-qualityimprovement	19	NULL	NULL	13
Lean Six Sigma Supervisor	20093	assignedrole		Business Process Manager	6336	manager-qualityimprovement	32	NULL	NULL	1
Lean Specialist	20094	assignedrole		Business Process Analyst	9064	specialist-qualityimprovement	10	NULL	NULL	79
Lean Supervisor	20095	assignedrole		Business Process Manager	6336	manager-qualityimprovement	27	NULL	NULL	3
Learning	20096	rolemodifier			NULL		10000	NULL	NULL	27571
Learning Analyst	20097	assignedrole		Learning Consultant	8867	specialist-learning	4	NULL	NULL	23
Learning and Development	20098	rolemodifier			NULL		10000	NULL	NULL	2014
Learning Center	20099	rolemodifier			NULL		10000	NULL	NULL	1470
Learning Center Coordinator	20100	assignedrole		Training Coordinator	1379	clerk-training	4	NULL	NULL	3
Learning Consultant	20102	assignedrole		Learning Consultant	8867	specialist-learning	1	NULL	NULL	3687
Learning Coordinator	20103	assignedrole		Training Coordinator	1379	clerk-training	3	NULL	NULL	60
Learning Designer	20104	assignedrole		Curriculum Developer	1875	developer-curriculum	4	NULL	NULL	56
Learning Developer	20105	assignedrole		Curriculum Developer	1875	developer-curriculum	5	NULL	NULL	30
Learning Director	20106	assignedrole		Director Learning	2250	director-learning	3	NULL	NULL	13
Learning Disabilities	20107	rolemodifier			NULL		10000	NULL	NULL	365
Learning Engineer	20109	assignedrole		Learning Engineer	2933	engineer-learning	1	NULL	NULL	50
Learning Facilitator	20110	assignedrole		Learning Consultant	8867	specialist-learning	3	NULL	NULL	77
Learning Manager	20112	assignedrole		Training Manager	6567	manager-training	3	NULL	NULL	1108
Learning Network	20113	rolemodifier	Interferes with Network.		NULL		10000	NULL	NULL	27
Learning Resources	20114	rolemodifier			NULL		10000	NULL	NULL	100
Learning Services	20116	rolemodifier			NULL		10000	NULL	NULL	119
Learning Specialist	20118	assignedrole		Learning Consultant	8867	specialist-learning	2	NULL	NULL	860
Learning Supervisor	20119	assignedrole		Training Manager	6567	manager-training	11	NULL	NULL	3
Learning Support	20120	rolemodifier			NULL		10000	NULL	NULL	137
Learning Support Teacher	20122	assignedrole		Learning Support Teacher	9541	teacher-learningsupport	1	NULL	NULL	14
Lease	20123	rolemodifier			NULL		10000	NULL	NULL	50660
Lease Operator	20125	assignedrole		Lease Operator	7037	operator-lease	1	NULL	NULL	1002
Leaser	20126	assignedrole		Leaser	5255	leaser	1	NULL	NULL	36
Leasing	20127	rolemodifier			NULL		10000	NULL	NULL	265
Leasing Agent	20128	assignedrole		Leasing Consultant	8868	specialist-leasing	2	NULL	NULL	505
Leasing Consultant	20129	assignedrole		Leasing Consultant	8868	specialist-leasing	1	NULL	NULL	10083
Leasing Coordinator	20130	assignedrole		Leasing Coordinator	1217	clerk-leasing	1	NULL	NULL	43
Leasing Director	20131	assignedrole		Leasing Director	2252	director-leasing	1	NULL	NULL	27
Leasing Manager	20133	assignedrole		Leasing Manager	6051	manager-leasing	1	NULL	NULL	344
Leasing Professional	20134	assignedrole		Leasing Consultant	8868	specialist-leasing	3	NULL	NULL	143
Leasing Specialist	20135	assignedrole		Leasing Consultant	8868	specialist-leasing	4	NULL	NULL	107
Leasing Supervisor	20136	assignedrole		Leasing Manager	6051	manager-leasing	3	NULL	NULL	3
Leather	20137	rolemodifier			NULL		10000	NULL	NULL	910
Leathersmith	20139	assignedrole		Leathersmith	5256	leathersmith	1	NULL	NULL	44
Leave	20140	rolemodifier			NULL		10000	NULL	NULL	1749
Leave Administration	20141	rolemodifier			NULL		10000	NULL	NULL	14
Leave Coordinator	20143	assignedrole		Leave Coordinator	1218	clerk-leave	1	NULL	NULL	20
Leave Management	20145	rolemodifier			NULL		10000	NULL	NULL	42
Leave Manager	20147	assignedrole		Leave Manager	6052	manager-leave	1	NULL	NULL	7
Leave Of Absence	20148	rolemodifier			NULL		10000	NULL	NULL	180
Leave Specialist	20150	assignedrole		Leave Specialist	8869	specialist-leave	1	NULL	NULL	10
Leave Supervisor	20151	assignedrole		Leave Manager	6052	manager-leave	2	NULL	NULL	1
Lecturer	20152	rolekeyword			NULL		10000	NULL	NULL	22759
Lecturers	20153	rolekeyword		Lecturer	NULL		10000	NULL	NULL	828
Ledger	20154	rolemodifier			NULL		10000	NULL	NULL	4023
Ledger Clerk	20155	assignedrole		Accounting Clerk	1063	clerk-accounting	11	NULL	NULL	13
Ledger Jobs	20156	assignedrole			4537	jobs-ledger	1	NULL	NULL	891
Leg	20157	rolemodifier			NULL		10000	NULL	NULL	135
Legal	20159	rolemodifier			NULL		10000	NULL	NULL	10763
Legal Administrative	20160	rolemodifier			NULL		10000	NULL	NULL	202
Legal Administrative Assistant	20161	assignedrole		Legal Secretary	8294	secretary-legal	2	NULL	NULL	855
Legal Administrative Specialist	20163	assignedrole		Legal Secretary	8294	secretary-legal	3	NULL	NULL	53
Legal Administrator	20164	assignedrole		Legal Analyst	8870	specialist-legal	5	NULL	NULL	48
Legal Advisor	20165	assignedrole		Legal Analyst	8870	specialist-legal	4	NULL	NULL	79
Legal Affairs	20166	rolemodifier			NULL		10000	NULL	NULL	316
Legal Aide	20167	assignedrole		Paralegal	7135	paralegal	4	NULL	NULL	44
Legal Analyst	20168	assignedrole		Legal Analyst	8870	specialist-legal	1	NULL	NULL	267
Legal Assistant	20169	assignedrole		Paralegal	7135	paralegal	2	NULL	NULL	10621
Legal Clerk	20170	assignedrole		Law Clerk	1219	clerk-legal	2	NULL	NULL	143
